customer_id,first_name,last_name,email,city,state
260,Rodrick,Shelton,rodrick.shelton@hotmail.com,"Canyon Country",CA
261,Ferne,Kline,ferne.kline@hotmail.com,Fullerton,CA
267,Angelina,Lloyd,angelina.lloyd@yahoo.com,"Apple Valley",CA
278,Myesha,Burgess,myesha.burgess@gmail.com,Campbell,CA
279,Justina,Long,justina.long@aol.com,"South El Monte",CA
282,Randolph,Chase,randolph.chase@yahoo.com,"San Lorenzo",CA
287,Mireille,Puckett,mireille.puckett@hotmail.com,Oxnard,CA
288,Keturah,Massey,keturah.massey@msn.com,Banning,CA
298,Jennie,Middleton,jennie.middleton@gmail.com,Upland,CA
300,Rayford,Simon,rayford.simon@msn.com,"Mountain View",CA
302,Hayden,Cross,hayden.cross@gmail.com,"Apple Valley",CA
305,Hope,Cotton,hope.cotton@aol.com,"Redondo Beach",CA
307,Fransisca,Nicholson,fransisca.nicholson@aol.com,Glendora,CA
311,Charise,Burt,charise.burt@aol.com,Fresno,CA
318,Eliz,Whitney,eliz.whitney@msn.com,Fullerton,CA
319,Justin,Newton,justin.newton@hotmail.com,"Apple Valley",CA
326,Shiela,Calderon,shiela.calderon@msn.com,Rocklin,CA
332,Reena,Higgins,reena.higgins@gmail.com,"Canyon Country",CA
344,Herta,Rollins,herta.rollins@msn.com,"Mountain View",CA
347,Kanesha,Hudson,kanesha.hudson@gmail.com,Oakland,CA
348,Darren,Witt,darren.witt@aol.com,Coachella,CA
349,Mable,Pratt,mable.pratt@gmail.com,Coachella,CA
357,Sheri,Cole,sheri.cole@aol.com,"San Jose",CA
359,Angie,Powers,angie.powers@aol.com,Pomona,CA
385,Rochelle,Ward,rochelle.ward@yahoo.com,Glendora,CA
386,Nelle,Beck,nelle.beck@aol.com,Upland,CA
391,Vernita,Ball,vernita.ball@gmail.com,"Los Banos",CA
393,Gertrude,Terry,gertrude.terry@hotmail.com,Upland,CA
394,Virgen,Clemons,virgen.clemons@gmail.com,"South El Monte",CA
403,Elouise,Fry,elouise.fry@aol.com,"Canyon Country",CA
407,Dannette,Guerrero,dannette.guerrero@gmail.com,"San Pablo",CA
418,Georgeanna,Webster,georgeanna.webster@msn.com,Oxnard,CA
426,Daisy,Ward,daisy.ward@msn.com,Pomona,CA
434,Douglass,Little,douglass.little@hotmail.com,Duarte,CA
443,Ayana,Keith,ayana.keith@hotmail.com,Oxnard,CA
444,Caridad,Compton,caridad.compton@aol.com,"San Lorenzo",CA
447,Chasidy,Tran,chasidy.tran@msn.com,Vista,CA
449,Josie,Schultz,josie.schultz@hotmail.com,"Canyon Country",CA
459,Latosha,Dalton,latosha.dalton@yahoo.com,Bakersfield,CA
476,Christopher,Richardson,christopher.richardson@gmail.com,"Santa Cruz",CA
487,Grace,Madden,grace.madden@gmail.com,"San Pablo",CA
488,Joaquin,Hawkins,joaquin.hawkins@aol.com,Anaheim,CA
495,Travis,Goodman,travis.goodman@yahoo.com,"Los Banos",CA
501,Tony,Hicks,tony.hicks@gmail.com,Anaheim,CA
506,Irving,Pitts,irving.pitts@msn.com,Torrance,CA
518,Homer,Powers,homer.powers@msn.com,"Palos Verdes Peninsula",CA
519,Rudolf,Gilliam,rudolf.gilliam@aol.com,"Palos Verdes Peninsula",CA
522,Tammera,Fischer,tammera.fischer@hotmail.com,Oakland,CA
529,Ellena,Clements,ellena.clements@aol.com,"Santa Monica",CA
530,Selene,Austin,selene.austin@msn.com,Duarte,CA
532,Mia,Delgado,mia.delgado@yahoo.com,Coachella,CA
538,Sherie,Ayala,sherie.ayala@msn.com,"South El Monte",CA
540,Shery,Randolph,shery.randolph@hotmail.com,Ontario,CA
541,Lanita,Burton,lanita.burton@msn.com,Coachella,CA
552,Lea,Key,lea.key@yahoo.com,Banning,CA
553,Rory,Cooper,rory.cooper@gmail.com,Rocklin,CA
554,Hilde,Nieves,hilde.nieves@gmail.com,Campbell,CA
561,Kandace,Hughes,kandace.hughes@hotmail.com,"San Lorenzo",CA
562,Alejandro,Norman,alejandro.norman@yahoo.com,Upland,CA
569,Lucas,Estes,lucas.estes@yahoo.com,"Santa Monica",CA
571,Kaley,Blanchard,kaley.blanchard@msn.com,"Palos Verdes Peninsula",CA
574,Adriene,Rivera,adriene.rivera@hotmail.com,Encino,CA
577,Danille,Mcfarland,danille.mcfarland@msn.com,Rocklin,CA
578,Salena,Day,salena.day@msn.com,"San Lorenzo",CA
580,Mellisa,Kim,mellisa.kim@aol.com,"Los Angeles",CA
581,Vonda,Berger,vonda.berger@yahoo.com,"Santa Clara",CA
585,Chasidy,Webster,chasidy.webster@msn.com,Rocklin,CA
589,Jeffry,Church,jeffry.church@msn.com,Pleasanton,CA
600,Joi,Reeves,joi.reeves@msn.com,"San Diego",CA
601,Leland,Mcdowell,leland.mcdowell@gmail.com,Encino,CA
607,Paul,Lester,paul.lester@gmail.com,Vista,CA
619,Ana,Palmer,ana.palmer@yahoo.com,Anaheim,CA
621,Basil,Ballard,basil.ballard@yahoo.com,"San Lorenzo",CA
627,Deloris,Larson,deloris.larson@aol.com,Duarte,CA
633,Kiara,Deleon,kiara.deleon@gmail.com,Anaheim,CA
641,Derrick,Marks,derrick.marks@yahoo.com,Glendora,CA
646,Ann,Heath,ann.heath@msn.com,"South El Monte",CA
648,Catrice,Hicks,catrice.hicks@yahoo.com,"San Pablo",CA
654,Eun,Harris,eun.harris@gmail.com,"San Diego",CA
660,Shara,Pope,shara.pope@msn.com,Ridgecrest,CA
665,Stacie,Sims,stacie.sims@hotmail.com,Oakland,CA
671,Jennette,Baker,jennette.baker@gmail.com,Banning,CA
673,Adam,Henderson,adam.henderson@hotmail.com,"Los Banos",CA
686,Darcel,Harmon,darcel.harmon@msn.com,"Santa Clara",CA
688,Pearlie,Cochran,pearlie.cochran@msn.com,Campbell,CA
696,Norine,Huffman,norine.huffman@aol.com,Encino,CA
697,Alane,Mccarty,alane.mccarty@hotmail.com,"San Diego",CA
701,Alysia,Nicholson,alysia.nicholson@hotmail.com,Oxnard,CA
703,Diana,Cobb,diana.cobb@hotmail.com,Fullerton,CA
704,Morton,Barron,morton.barron@msn.com,Bakersfield,CA
708,Majorie,Glover,majorie.glover@msn.com,"Apple Valley",CA
712,Kecia,Olsen,kecia.olsen@msn.com,"Santa Cruz",CA
729,Hue,Dalton,hue.dalton@hotmail.com,"Apple Valley",CA
731,Hilary,Savage,hilary.savage@yahoo.com,Oxnard,CA
735,Aide,Franco,aide.franco@msn.com,Atwater,CA
736,Genny,Hensley,genny.hensley@yahoo.com,"Redondo Beach",CA
738,Fannie,Jenkins,fannie.jenkins@msn.com,Oxnard,CA
749,Oralia,Farley,oralia.farley@hotmail.com,Upland,CA
751,Hermila,Mckay,hermila.mckay@yahoo.com,Coachella,CA
752,Lloyd,Miranda,lloyd.miranda@hotmail.com,Encino,CA
759,Cira,Downs,cira.downs@gmail.com,Oakland,CA
767,Twana,Arnold,twana.arnold@msn.com,Anaheim,CA
768,Yvone,Yates,yvone.yates@gmail.com,"San Pablo",CA
774,Nenita,Mooney,nenita.mooney@hotmail.com,Lawndale,CA
776,Angelique,Merrill,angelique.merrill@gmail.com,"South El Monte",CA
794,Donette,Mccarthy,donette.mccarthy@yahoo.com,"Redondo Beach",CA
796,Rosalie,Coffey,rosalie.coffey@gmail.com,Upland,CA
816,Marshall,Johnson,marshall.johnson@yahoo.com,Vista,CA
818,Joel,Wynn,joel.wynn@aol.com,"San Diego",CA
846,Sylvester,Chan,sylvester.chan@hotmail.com,Rocklin,CA
855,Lean,Stark,lean.stark@msn.com,Upland,CA
867,Rosalva,Hamilton,rosalva.hamilton@aol.com,Campbell,CA
868,Domingo,Casey,domingo.casey@msn.com,"San Jose",CA
881,Chloe,Patel,chloe.patel@yahoo.com,"Santa Monica",CA
889,Lucilla,Williams,lucilla.williams@hotmail.com,"San Carlos",CA
900,Jule,Davenport,jule.davenport@aol.com,"San Carlos",CA
901,Lonna,Franks,lonna.franks@yahoo.com,Ontario,CA
904,Jana,Thomas,jana.thomas@yahoo.com,"San Jose",CA
915,Beryl,Bennett,beryl.bennett@aol.com,Sacramento,CA
919,Ruthanne,Hoover,ruthanne.hoover@aol.com,Torrance,CA
923,Randee,Pitts,randee.pitts@msn.com,"Canyon Country",CA
926,Katina,Mcintosh,katina.mcintosh@yahoo.com,Bakersfield,CA
928,Joann,Barber,joann.barber@gmail.com,"Santa Monica",CA
929,Thurman,Ellis,thurman.ellis@gmail.com,Pleasanton,CA
940,Marina,Hinton,marina.hinton@yahoo.com,Encino,CA
947,Angele,Castro,angele.castro@yahoo.com,"Palos Verdes Peninsula",CA
952,Aileen,Marquez,aileen.marquez@msn.com,Torrance,CA
957,Stephen,Vega,stephen.vega@msn.com,Anaheim,CA
959,Christel,Barber,christel.barber@hotmail.com,Sacramento,CA
973,Margaretta,Clayton,margaretta.clayton@yahoo.com,Ridgecrest,CA
975,Annis,Sanchez,annis.sanchez@aol.com,"Los Angeles",CA
983,Marguerite,Berger,marguerite.berger@aol.com,Fullerton,CA
991,Brigida,Larson,brigida.larson@hotmail.com,"Canyon Country",CA
993,Giovanna,Jefferson,giovanna.jefferson@gmail.com,Ridgecrest,CA
1003,Sharell,Ross,sharell.ross@msn.com,Vista,CA
1006,Marjory,Leonard,marjory.leonard@msn.com,"Apple Valley",CA
1017,Philip,Bryan,philip.bryan@hotmail.com,Oakland,CA
1020,Lorraine,Marks,lorraine.marks@msn.com,"San Carlos",CA
1035,Tangela,Hurley,tangela.hurley@msn.com,Campbell,CA
1045,Pasquale,Hogan,pasquale.hogan@aol.com,Vista,CA
1048,Ji,Burt,ji.burt@hotmail.com,"Apple Valley",CA
1052,Zora,Ford,zora.ford@gmail.com,Sacramento,CA
1065,Desiree,Branch,desiree.branch@msn.com,"San Lorenzo",CA
1066,Raeann,Duncan,raeann.duncan@aol.com,Anaheim,CA
1068,Doris,Kaufman,doris.kaufman@gmail.com,Duarte,CA
1071,Shemeka,Lyons,shemeka.lyons@msn.com,Pomona,CA
1076,Sherise,Mercer,sherise.mercer@gmail.com,Vista,CA
1087,Willow,Gardner,willow.gardner@gmail.com,Pleasanton,CA
1088,Jane,Henderson,jane.henderson@hotmail.com,"Apple Valley",CA
1091,Risa,Gallagher,risa.gallagher@yahoo.com,Rocklin,CA
1097,Collen,Dennis,collen.dennis@gmail.com,"San Pablo",CA
1103,Ardelia,Cooley,ardelia.cooley@aol.com,"Canyon Country",CA
1118,Ja,Dillard,ja.dillard@yahoo.com,"Canyon Country",CA
1125,Caleb,England,caleb.england@gmail.com,Pleasanton,CA
1138,Hubert,Stone,hubert.stone@hotmail.com,Ridgecrest,CA
1147,Kandace,Ayers,kandace.ayers@gmail.com,"Santa Monica",CA
1149,Drucilla,Gilliam,drucilla.gilliam@hotmail.com,"Santa Clara",CA
1152,Tuyet,Rosa,tuyet.rosa@aol.com,"South El Monte",CA
1153,Ara,Vazquez,ara.vazquez@msn.com,"San Carlos",CA
1163,Carmela,Hays,carmela.hays@aol.com,Lawndale,CA
1175,Sindy,Anderson,sindy.anderson@gmail.com,Pomona,CA
1178,Wendie,Nash,wendie.nash@hotmail.com,Oxnard,CA
1186,Kiesha,Bond,kiesha.bond@aol.com,"San Carlos",CA
1202,Carmina,Emerson,carmina.emerson@hotmail.com,Banning,CA
1214,Brigid,Sharp,brigid.sharp@hotmail.com,"Santa Clara",CA
1216,Elvina,Gates,elvina.gates@hotmail.com,Pleasanton,CA
1218,Donovan,Cantrell,donovan.cantrell@msn.com,Oakland,CA
1221,Joy,Underwood,joy.underwood@gmail.com,"Apple Valley",CA
1225,Mellisa,Griffin,mellisa.griffin@msn.com,"Los Banos",CA
1228,Zulema,Clemons,zulema.clemons@aol.com,Oakland,CA
1231,Selene,Vega,selene.vega@gmail.com,Campbell,CA
1233,Lise,Hebert,lise.hebert@gmail.com,Vista,CA
1240,Bella,Perez,bella.perez@msn.com,Duarte,CA
1249,Barbra,Dickerson,barbra.dickerson@gmail.com,Ridgecrest,CA
1251,Nanette,Roman,nanette.roman@yahoo.com,Glendora,CA
1254,Dung,Reid,dung.reid@msn.com,"Canyon Country",CA
1259,Kimbery,Nieves,kimbery.nieves@msn.com,"San Carlos",CA
1261,Adelaida,Hancock,adelaida.hancock@aol.com,"San Pablo",CA
1262,Brianne,Hays,brianne.hays@gmail.com,"San Pablo",CA
1271,Roy,Chan,roy.chan@hotmail.com,Pomona,CA
1272,Houston,Vasquez,houston.vasquez@msn.com,Fullerton,CA
1275,Lenita,Bonner,lenita.bonner@aol.com,"Los Banos",CA
1276,Shona,Mcmillan,shona.mcmillan@msn.com,"Apple Valley",CA
1285,Garth,Huff,garth.huff@yahoo.com,Glendora,CA
1286,Dione,Pratt,dione.pratt@msn.com,Pleasanton,CA
1288,Allie,Conley,allie.conley@msn.com,Lawndale,CA
1292,Lakenya,Oliver,lakenya.oliver@yahoo.com,"San Lorenzo",CA
1294,Edith,Davenport,edith.davenport@gmail.com,Ontario,CA
1301,Raven,Curtis,raven.curtis@aol.com,Lawndale,CA
1307,Cinda,Rocha,cinda.rocha@hotmail.com,"Los Banos",CA
1308,Shea,Howell,shea.howell@msn.com,"South El Monte",CA
1313,Dante,Grimes,dante.grimes@yahoo.com,Duarte,CA
1314,Joeann,Garrison,joeann.garrison@yahoo.com,Ontario,CA
1315,Omega,Johnston,omega.johnston@gmail.com,"Canyon Country",CA
1328,Cindie,Franklin,cindie.franklin@yahoo.com,Lawndale,CA
1330,Karren,Stevenson,karren.stevenson@aol.com,"San Carlos",CA
1332,Novella,Ross,novella.ross@gmail.com,Glendora,CA
1333,Omega,Huff,omega.huff@aol.com,"Santa Monica",CA
1343,Jama,Rodriquez,jama.rodriquez@msn.com,Upland,CA
1346,Sanora,Webster,sanora.webster@msn.com,"Los Angeles",CA
1349,Kami,Rios,kami.rios@yahoo.com,Encino,CA
1352,Dorothea,Miranda,dorothea.miranda@aol.com,Upland,CA
1353,Agatha,Daniels,agatha.daniels@yahoo.com,"South El Monte",CA
1357,Karren,Lamb,karren.lamb@aol.com,Fresno,CA
1360,Latashia,Travis,latashia.travis@yahoo.com,Upland,CA
1366,Trena,Rogers,trena.rogers@aol.com,Campbell,CA
1367,Lucile,Manning,lucile.manning@yahoo.com,Campbell,CA
1370,Rona,Rojas,rona.rojas@gmail.com,"San Jose",CA
1374,Juliane,Dillard,juliane.dillard@aol.com,Glendora,CA
1378,Enoch,Rosario,enoch.rosario@hotmail.com,Fresno,CA
1381,Mercedez,Brooks,mercedez.brooks@hotmail.com,Duarte,CA
1383,Desire,Mcgowan,desire.mcgowan@msn.com,Bakersfield,CA
1384,Elmo,Sweeney,elmo.sweeney@yahoo.com,"San Carlos",CA
1386,Cesar,Wilkins,cesar.wilkins@hotmail.com,"San Diego",CA
1396,Delma,Bailey,delma.bailey@gmail.com,Anaheim,CA
1415,Harold,O'connor,harold.o'connor@gmail.com,"Santa Cruz",CA
1418,Penni,Best,penni.best@msn.com,Anaheim,CA
1419,Lurlene,Cotton,lurlene.cotton@yahoo.com,Pleasanton,CA
1427,Mikel,Wilkerson,mikel.wilkerson@msn.com,Atwater,CA
1428,Carola,Johns,carola.johns@msn.com,"Santa Cruz",CA
1429,Lorrie,Justice,lorrie.justice@gmail.com,Pomona,CA
1430,Tayna,Wade,tayna.wade@hotmail.com,Bakersfield,CA
1438,Lee,Dunn,lee.dunn@aol.com,"San Jose",CA
1445,Ester,Acevedo,ester.acevedo@gmail.com,"San Lorenzo",CA
